0001001EM1200903.csv,1,BT3800(ZZZZ)00.00.00,,âÒòH1R,âÒòH1T,âÒòH2R,âÒòH2T,âÒòH3R,âÒòH3T,âÒòH4R,âÒòH4T,âÒòH5R,âÒòH5T,âÒòH6R,âÒòH6T,âÒòH7R,âÒòH7T,âÒòH8R,âÒòH8T,âÒòH9R,âÒòH9T,âÒòH10R,âÒòH10T,âÒòH11R,âÒòH11T,âÒòH12R,âÒòH12T,âÒòH13R,âÒòH13T,âÒòH14R,âÒòH14T,âÒòH15R,âÒòH15T,âÒòH16R,âÒòH16T
2013,8,9,3,0.25,0.26,0.01,0.53,0.27,0.7,0.76,0.69,0.56,0.49,0.49,0.59,0.58,0.61,0.59,0.6,0.25,0.26,0.01,0.53,0.27,0.7,0.76,0.69,0.56,0.49,0.49,0.59,0.58,0.61,0.59,0.6
2013,8,9,4,0.47,0.5,0.03,1.15,0.49,1.35,1,1.04,0.98,0.6,0.55,0.99,1.4,1.04,1.01,1.24,0.47,0.5,0.03,1.15,0.49,1.35,1,1.04,0.98,0.6,0.55,0.99,1.4,1.04,1.01,1.24
2013,8,9,5,0.35,0.37,0.03,0.97,0.39,0.72,0.86,0.93,1.03,0.54,0.69,0.93,0.87,1.02,0.83,1.01,0.35,0.37,0.03,0.97,0.39,0.72,0.86,0.93,1.03,0.54,0.69,0.93,0.87,1.02,0.83,1.01
2013,8,9,6,0.25,0.26,0.01,0.75,0.27,0.75,0.57,0.56,0.75,0.34,0.28,0.55,0.73,0.67,0.6,0.64,0.25,0.26,0.01,0.75,0.27,0.75,0.57,0.56,0.75,0.34,0.28,0.55,0.73,0.67,0.6,0.64
2013,8,9,7,0.27,0.29,0.02,0.74,0.29,0.77,0.65,0.66,0.66,0.45,0.33,0.76,0.56,0.77,0.7,0.62,0.27,0.29,0.02,0.74,0.29,0.77,0.65,0.66,0.66,0.45,0.33,0.76,0.56,0.77,0.7,0.62
2013,8,9,8,0.32,0.35,0.03,0.93,0.35,0.65,0.87,1.34,0.91,0.38,0.64,0.72,0.67,0.9,0.93,0.79,0.32,0.35,0.03,0.93,0.35,0.65,0.87,1.34,0.91,0.38,0.64,0.72,0.67,0.9,0.93,0.79
2013,8,9,9,1.31,1.4,0.1,2.95,1.4,3.73,2.73,4.8,3.92,1.72,1.66,2.7,3.47,3.66,4.19,6.84,1.31,1.4,0.1,2.95,1.4,3.73,2.73,4.8,3.92,1.72,1.66,2.7,3.47,3.66,4.19,6.84
2013,8,9,10,1.39,1.5,0.12,3.83,1.4,2.8,3.77,7.1,3.72,2.39,1.92,3.8,5.29,3.61,4.1,11.63,1.39,1.5,0.12,3.83,1.4,2.8,3.77,7.1,3.72,2.39,1.92,3.8,5.29,3.61,4.1,11.63
2013,8,9,11,0.8,0.83,0.03,2.27,0.86,1.98,1.85,3.34,2.38,1.51,1.22,2.25,1.73,1.76,2.34,5.69,0.8,0.83,0.03,2.27,0.86,1.98,1.85,3.34,2.38,1.51,1.22,2.25,1.73,1.76,2.34,5.69
2013,8,9,12,0.355,0.385,0.03,1.035,0.38,0.83,1.075,1.58,0.78,0.7,0.47,0.8,0.745,0.76,0.9,2.205,0.355,0.385,0.03,1.035,0.38,0.83,1.075,1.58,0.78,0.7,0.47,0.8,0.745,0.76,0.9,2.205
2013,8,9,13,0.78,0.86,0.09,1.99,0.81,2.05,2.33,4.17,2.01,1.25,1.54,1.85,1.58,2.16,2.63,3.45,0.78,0.86,0.09,1.99,0.81,2.05,2.33,4.17,2.01,1.25,1.54,1.85,1.58,2.16,2.63,3.45
2013,8,9,14,1.34,1.45,0.12,3.38,1.39,3.29,3.22,7.12,2.97,2.73,1.35,2.87,4.24,3.56,4.33,9.74,1.34,1.45,0.12,3.38,1.39,3.29,3.22,7.12,2.97,2.73,1.35,2.87,4.24,3.56,4.33,9.74
2013,8,9,15,1.47,1.56,0.1,3.61,1.57,3.21,4.2,7.53,3.62,1.98,1.8,3.27,6.06,3.31,4.4,12.9,1.47,1.56,0.1,3.61,1.57,3.21,4.2,7.53,3.62,1.98,1.8,3.27,6.06,3.31,4.4,12.9
2013,8,9,16,1.34,1.41,0.07,2.83,1.39,2.78,2.84,5.36,2.92,2.13,2.5,3.29,4.69,3.95,3.73,9.01,1.34,1.41,0.07,2.83,1.39,2.78,2.84,5.36,2.92,2.13,2.5,3.29,4.69,3.95,3.73,9.01
2013,8,9,17,0.77,0.83,0.07,1.89,0.8,2.11,2.14,3.93,1.95,1.14,1.46,2.18,2.1,1.71,1.74,4.89,0.77,0.83,0.07,1.89,0.8,2.11,2.14,3.93,1.95,1.14,1.46,2.18,2.1,1.71,1.74,4.89
2013,8,9,18,0.85,0.92,0.07,2.67,0.92,2.01,2.14,4.71,2.12,1.21,0.91,1.93,1.81,1.79,2.69,7.38,0.85,0.92,0.07,2.67,0.92,2.01,2.14,4.71,2.12,1.21,0.91,1.93,1.81,1.79,2.69,7.38
2013,8,9,19,0.8,0.85,0.05,2.53,0.87,1.85,1.68,3.66,2.2,1.28,1.32,1.84,1.96,2.39,2.37,5.97,0.8,0.85,0.05,2.53,0.87,1.85,1.68,3.66,2.2,1.28,1.32,1.84,1.96,2.39,2.37,5.97
2013,8,9,20,0.64,0.66,0.02,1.51,0.66,1.86,1.69,2.26,1.88,0.83,0.73,1.71,1.3,1.53,2.13,4.24,0.64,0.66,0.02,1.51,0.66,1.86,1.69,2.26,1.88,0.83,0.73,1.71,1.3,1.53,2.13,4.24
2013,8,9,21,0.63,0.69,0.06,1.75,0.65,1.41,1.53,2.93,1.3,0.9,1.03,1.62,1.78,1.52,1.84,3.85,0.63,0.69,0.06,1.75,0.65,1.41,1.53,2.93,1.3,0.9,1.03,1.62,1.78,1.52,1.84,3.85
2013,8,9,22,0.79,0.83,0.04,2.24,0.8,1.74,2.28,3.87,2.13,1.33,1.26,2.06,1.92,1.87,2.33,6.27,0.79,0.83,0.04,2.24,0.8,1.74,2.28,3.87,2.13,1.33,1.26,2.06,1.92,1.87,2.33,6.27
2013,8,9,23,0.45,0.5,0.05,1.48,0.46,1.02,0.95,1.73,1.14,0.83,0.73,1.07,1.34,1.28,1.02,2.79,0.45,0.5,0.05,1.48,0.46,1.02,0.95,1.73,1.14,0.83,0.73,1.07,1.34,1.28,1.02,2.79
2013,8,9,24,0.28,0.3,0.02,0.82,0.29,0.58,0.78,1.08,0.77,0.55,0.39,0.69,0.76,0.75,0.8,0.77,0.28,0.3,0.02,0.82,0.29,0.58,0.78,1.08,0.77,0.55,0.39,0.69,0.76,0.75,0.8,0.77
2013,8,10,1,0.39,0.43,0.04,1.23,0.41,0.92,1.02,1.78,1.06,0.5,0.69,0.92,0.99,0.81,0.93,1.07,0.39,0.43,0.04,1.23,0.41,0.92,1.02,1.78,1.06,0.5,0.69,0.92,0.99,0.81,0.93,1.07
2013,8,10,2,0.31,0.32,0.01,0.9,0.32,0.88,0.71,1.19,0.69,0.52,0.33,0.76,0.85,0.86,0.64,0.69,0.31,0.32,0.01,0.9,0.32,0.88,0.71,1.19,0.69,0.52,0.33,0.76,0.85,0.86,0.64,0.69
2013,8,10,3,0.28,0.3,0.02,0.88,0.3,0.76,0.73,0.79,0.8,0.47,0.47,0.69,0.68,0.84,0.62,0.71,0.28,0.3,0.02,0.88,0.3,0.76,0.73,0.79,0.8,0.47,0.47,0.69,0.68,0.84,0.62,0.71
2013,8,10,4,0.22,0.24,0.02,0.64,0.24,0.47,0.54,0.56,0.49,0.27,0.28,0.63,0.6,0.65,0.58,0.65,0.22,0.24,0.02,0.64,0.24,0.47,0.54,0.56,0.49,0.27,0.28,0.63,0.6,0.65,0.58,0.65
2013,8,10,5,0.49,0.51,0.02,1.31,0.5,1.45,1.39,1.26,1.06,0.59,0.51,1.34,1.4,1.11,1.24,1.42,0.49,0.51,0.02,1.31,0.5,1.45,1.39,1.26,1.06,0.59,0.51,1.34,1.4,1.11,1.24,1.42
2013,8,10,6,0.39,0.43,0.04,1.24,0.41,1.01,0.98,1.12,0.94,0.53,0.74,1.02,1.1,1.11,1.04,1.06,0.39,0.43,0.04,1.24,0.41,1.01,0.98,1.12,0.94,0.53,0.74,1.02,1.1,1.11,1.04,1.06
2013,8,10,7,0.24,0.27,0.03,0.55,0.26,0.71,0.57,0.7,0.68,0.36,0.29,0.53,0.61,0.68,0.53,0.64,0.24,0.27,0.03,0.55,0.26,0.71,0.57,0.7,0.68,0.36,0.29,0.53,0.61,0.68,0.53,0.64
2013,8,10,8,0.3,0.32,0.02,0.71,0.32,0.89,0.81,1.11,0.64,0.49,0.59,0.66,0.65,0.84,0.72,0.85,0.3,0.32,0.02,0.71,0.32,0.89,0.81,1.11,0.64,0.49,0.59,0.66,0.65,0.84,0.72,0.85
2013,8,10,9,0.26,0.29,0.03,0.66,0.27,0.55,0.61,0.93,0.53,0.39,0.4,0.72,0.66,0.67,0.74,0.67,0.26,0.29,0.03,0.66,0.27,0.55,0.61,0.93,0.53,0.39,0.4,0.72,0.66,0.67,0.74,0.67
2013,8,10,10,1.55,1.68,0.14,4.88,1.66,3.98,4.75,5.94,3.83,1.62,1.88,3.73,6.66,3.68,4.68,3.46,1.55,1.68,0.14,4.88,1.66,3.98,4.75,5.94,3.83,1.62,1.88,3.73,6.66,3.68,4.68,3.46
2013,8,10,11,1.31,1.35,0.04,2.71,1.44,3.84,3.55,5.69,3.49,1.79,1.9,3.52,5.98,3.6,3.48,3.67,1.31,1.35,0.04,2.71,1.44,3.84,3.55,5.69,3.49,1.79,1.9,3.52,5.98,3.6,3.48,3.67
2013,8,10,12,0.6,0.635,0.035,1.53,0.65,1.355,1.6,2.78,1.615,0.81,0.74,1.455,2.68,1.47,1.28,1.46,0.6,0.635,0.035,1.53,0.65,1.355,1.6,2.78,1.615,0.81,0.74,1.455,2.68,1.47,1.28,1.46
2013,8,10,13,1.18,1.29,0.11,2.98,1.21,2.74,2.49,5.43,3.08,1.57,1.45,2.78,3.55,3.17,2.7,2.89,1.18,1.29,0.11,2.98,1.21,2.74,2.49,5.43,3.08,1.57,1.45,2.78,3.55,3.17,2.7,2.89
2013,8,10,14,0.69,0.75,0.07,2.16,0.73,1.42,1.79,2.44,1.43,0.99,1.23,1.97,1.91,1.42,2.27,1.5,0.69,0.75,0.07,2.16,0.73,1.42,1.79,2.44,1.43,0.99,1.23,1.97,1.91,1.42,2.27,1.5
2013,8,10,15,0.34,0.37,0.04,0.9,0.35,0.7,0.87,1.17,0.94,0.36,0.66,0.8,0.91,0.86,0.84,0.7,0.34,0.37,0.04,0.9,0.35,0.7,0.87,1.17,0.94,0.36,0.66,0.8,0.91,0.86,0.84,0.7
2013,8,10,16,0.41,0.43,0.02,0.93,0.45,0.83,1.14,1.68,0.89,0.64,0.47,1.18,1.26,0.85,0.97,1.08,0.41,0.43,0.02,0.93,0.45,0.83,1.14,1.68,0.89,0.64,0.47,1.18,1.26,0.85,0.97,1.08
2013,8,10,17,1.15,1.26,0.12,2.64,1.21,2.99,2.72,4.26,2.87,1.92,1.44,3.34,6.09,2.44,2.39,2.81,1.15,1.26,0.12,2.64,1.21,2.99,2.72,4.26,2.87,1.92,1.44,3.34,6.09,2.44,2.39,2.81
2013,8,10,18,1.29,1.42,0.14,3.68,1.41,3.84,3.33,5.53,3.29,2.43,1.64,3.59,5.45,2.91,2.73,2.86,1.29,1.42,0.14,3.68,1.41,3.84,3.33,5.53,3.29,2.43,1.64,3.59,5.45,2.91,2.73,2.86
2013,8,10,19,1.45,1.54,0.1,4.41,1.51,3.1,3.77,5.03,3.23,1.57,2.65,3.39,7.1,3.6,3.81,3.14,1.45,1.54,0.1,4.41,1.51,3.1,3.77,5.03,3.23,1.57,2.65,3.39,7.1,3.6,3.81,3.14
2013,8,10,20,1.25,1.28,0.03,3.65,1.33,2.88,3.11,4.77,3.53,1.26,2.38,2.79,5.25,3.14,2.81,2.58,1.25,1.28,0.03,3.65,1.33,2.88,3.11,4.77,3.53,1.26,2.38,2.79,5.25,3.14,2.81,2.58
2013,8,10,21,0.96,1.02,0.07,2.3,0.99,2.44,2.81,3.87,1.94,1.04,1.85,1.97,3.03,1.96,2.37,2.68,0.96,1.02,0.07,2.3,0.99,2.44,2.81,3.87,1.94,1.04,1.85,1.97,3.03,1.96,2.37,2.68
2013,8,10,22,0.4,0.43,0.03,1.17,0.41,0.99,1.02,1.77,0.83,0.49,0.42,1.07,0.86,1.03,0.95,0.86,0.4,0.43,0.03,1.17,0.41,0.99,1.02,1.77,0.83,0.49,0.42,1.07,0.86,1.03,0.95,0.86
2013,8,10,23,0.19,0.2,0.01,0.45,0.21,0.5,0.4,0.9,0.55,0.29,0.33,0.54,0.45,0.53,0.48,0.49,0.19,0.2,0.01,0.45,0.21,0.5,0.4,0.9,0.55,0.29,0.33,0.54,0.45,0.53,0.48,0.49
2013,8,10,24,0.28,0.31,0.03,0.75,0.31,0.61,0.59,1.06,0.67,0.34,0.47,0.7,0.61,0.66,0.63,0.78,0.28,0.31,0.03,0.75,0.31,0.61,0.59,1.06,0.67,0.34,0.47,0.7,0.61,0.66,0.63,0.78
2013,8,11,1,0.25,0.27,0.02,0.58,0.27,0.62,0.69,1.1,0.58,0.47,0.31,0.52,0.65,0.64,0.69,0.59,0.25,0.27,0.02,0.58,0.27,0.62,0.69,1.1,0.58,0.47,0.31,0.52,0.65,0.64,0.69,0.59
2013,8,11,2,0.21,0.23,0.03,0.63,0.22,0.49,0.48,0.81,0.53,0.41,0.23,0.6,0.63,0.56,0.63,0.53,0.21,0.23,0.03,0.63,0.22,0.49,0.48,0.81,0.53,0.41,0.23,0.6,0.63,0.56,0.63,0.53
2013,8,11,3,0.26,0.28,0.02,0.74,0.28,0.55,0.56,0.76,0.68,0.28,0.39,0.65,0.56,0.72,0.64,0.61,0.26,0.28,0.02,0.74,0.28,0.55,0.56,0.76,0.68,0.28,0.39,0.65,0.56,0.72,0.64,0.61
2013,8,11,4,0.51,0.54,0.03,1.49,0.53,1.32,1.23,1.5,1.06,0.84,0.53,1.44,1.3,1.18,1.42,1.15,0.51,0.54,0.03,1.49,0.53,1.32,1.23,1.5,1.06,0.84,0.53,1.44,1.3,1.18,1.42,1.15
2013,8,11,5,0.62,0.69,0.07,1.5,0.66,1.38,1.35,1.45,1.48,0.81,1.01,1.52,1.68,1.71,1.66,1.32,0.62,0.69,0.07,1.5,0.66,1.38,1.35,1.45,1.48,0.81,1.01,1.52,1.68,1.71,1.66,1.32
2013,8,11,6,0.25,0.28,0.03,0.56,0.27,0.64,0.53,0.66,0.69,0.42,0.38,0.74,0.65,0.68,0.61,0.55,0.25,0.28,0.03,0.56,0.27,0.64,0.53,0.66,0.69,0.42,0.38,0.74,0.65,0.68,0.61,0.55
2013,8,11,7,0.22,0.24,0.02,0.59,0.24,0.52,0.64,0.47,0.54,0.29,0.42,0.62,0.45,0.57,0.49,0.46,0.22,0.24,0.02,0.59,0.24,0.52,0.64,0.47,0.54,0.29,0.42,0.62,0.45,0.57,0.49,0.46
2013,8,11,8,0.31,0.33,0.02,0.95,0.34,0.66,0.9,1.34,0.8,0.46,0.51,0.79,0.92,0.72,0.89,0.85,0.31,0.33,0.02,0.95,0.34,0.66,0.9,1.34,0.8,0.46,0.51,0.79,0.92,0.72,0.89,0.85
2013,8,11,9,0.31,0.34,0.04,1.01,0.34,0.74,0.65,1.2,0.7,0.51,0.56,0.65,0.8,0.84,0.72,0.71,0.31,0.34,0.04,1.01,0.34,0.74,0.65,1.2,0.7,0.51,0.56,0.65,0.8,0.84,0.72,0.71
2013,8,11,10,0.27,0.3,0.03,0.6,0.3,0.78,0.68,1.26,0.55,0.43,0.43,0.59,0.7,0.64,0.63,0.67,0.27,0.3,0.03,0.6,0.3,0.78,0.68,1.26,0.55,0.43,0.43,0.59,0.7,0.64,0.63,0.67
2013,8,11,11,0.41,0.44,0.03,0.89,0.44,1.1,0.94,1.47,0.93,0.9,0.43,0.9,1.1,1.11,0.85,1.14,0.41,0.44,0.03,0.89,0.44,1.1,0.94,1.47,0.93,0.9,0.43,0.9,1.1,1.11,0.85,1.14
2013,8,11,12,0.32,0.335,0.015,0.835,0.33,0.925,0.785,1.41,0.71,0.675,0.355,0.715,0.92,0.93,0.66,0.955,0.32,0.335,0.015,0.835,0.33,0.925,0.785,1.41,0.71,0.675,0.355,0.715,0.92,0.93,0.66,0.955
2013,8,11,13,0.28,0.31,0.03,0.78,0.31,0.8,0.79,1.03,0.67,0.58,0.29,0.72,0.75,0.63,0.66,0.79,0.28,0.31,0.03,0.78,0.31,0.8,0.79,1.03,0.67,0.58,0.29,0.72,0.75,0.63,0.66,0.79
2013,8,11,14,0.36,0.4,0.04,0.81,0.38,0.92,0.77,1.68,0.82,0.41,0.47,0.9,0.75,1.05,0.81,0.75,0.36,0.4,0.04,0.81,0.38,0.92,0.77,1.68,0.82,0.41,0.47,0.9,0.75,1.05,0.81,0.75
2013,8,11,15,0.51,0.54,0.03,1.34,0.52,1.28,1.27,2.31,1.13,0.86,0.98,1.16,1.47,1.08,1.1,1.04,0.51,0.54,0.03,1.34,0.52,1.28,1.27,2.31,1.13,0.86,0.98,1.16,1.47,1.08,1.1,1.04
2013,8,11,16,0.38,0.42,0.04,1.13,0.42,1.12,0.79,1.27,0.91,0.73,0.59,1.06,0.92,0.93,1.05,1.12,0.38,0.42,0.04,1.13,0.42,1.12,0.79,1.27,0.91,0.73,0.59,1.06,0.92,0.93,1.05,1.12
2013,8,11,17,0.3,0.31,0.02,0.66,0.32,0.72,0.63,0.99,0.61,0.56,0.32,0.83,0.75,0.88,0.8,0.87,0.3,0.31,0.02,0.66,0.32,0.72,0.63,0.99,0.61,0.56,0.32,0.83,0.75,0.88,0.8,0.87
2013,8,11,18,0.23,0.24,0.01,0.48,0.25,0.5,0.68,0.75,0.51,0.48,0.24,0.47,0.47,0.59,0.53,0.62,0.23,0.24,0.01,0.48,0.25,0.5,0.68,0.75,0.51,0.48,0.24,0.47,0.47,0.59,0.53,0.62
2013,8,11,19,0.43,0.47,0.04,1.35,0.45,1.15,1.21,1.79,1.07,0.78,0.53,0.9,1.28,1.05,0.87,1.07,0.43,0.47,0.04,1.35,0.45,1.15,1.21,1.79,1.07,0.78,0.53,0.9,1.28,1.05,0.87,1.07
2013,8,11,20,0.44,0.48,0.04,1.19,0.49,1.29,1.1,1.72,1.03,0.52,0.76,1.18,1.28,1.18,0.94,1.05,0.44,0.48,0.04,1.19,0.49,1.29,1.1,1.72,1.03,0.52,0.76,1.18,1.28,1.18,0.94,1.05
2013,8,11,21,0.28,0.31,0.03,0.64,0.3,0.74,0.64,1.17,0.8,0.48,0.52,0.63,0.62,0.75,0.74,0.8,0.28,0.31,0.03,0.64,0.3,0.74,0.64,1.17,0.8,0.48,0.52,0.63,0.62,0.75,0.74,0.8
2013,8,11,22,0.2,0.22,0.03,0.46,0.21,0.5,0.5,0.87,0.59,0.32,0.26,0.5,0.6,0.58,0.45,0.48,0.2,0.22,0.03,0.46,0.21,0.5,0.5,0.87,0.59,0.32,0.26,0.5,0.6,0.58,0.45,0.48
2013,8,11,23,0.25,0.26,0.01,0.55,0.26,0.72,0.64,0.89,0.69,0.48,0.3,0.7,0.69,0.53,0.57,0.54,0.25,0.26,0.01,0.55,0.26,0.72,0.64,0.89,0.69,0.48,0.3,0.7,0.69,0.53,0.57,0.54
2013,8,11,24,0.25,0.27,0.03,0.76,0.27,0.59,0.66,1.12,0.53,0.38,0.49,0.56,0.7,0.63,0.64,0.58,0.25,0.27,0.03,0.76,0.27,0.59,0.66,1.12,0.53,0.38,0.49,0.56,0.7,0.63,0.64,0.58
2013,8,12,1,0.25,0.28,0.03,0.65,0.27,0.58,0.53,1.13,0.56,0.36,0.44,0.58,0.74,0.56,0.53,0.66,0.25,0.28,0.03,0.65,0.27,0.58,0.53,1.13,0.56,0.36,0.44,0.58,0.74,0.56,0.53,0.66
2013,8,12,2,0.25,0.28,0.03,0.57,0.27,0.56,0.74,0.97,0.61,0.29,0.33,0.56,0.71,0.55,0.71,0.55,0.25,0.28,0.03,0.57,0.27,0.56,0.74,0.97,0.61,0.29,0.33,0.56,0.71,0.55,0.71,0.55
2013,8,12,3,0.84,0.89,0.05,1.99,0.85,1.8,2.29,2.47,2.17,1.43,1.12,2.39,1.91,1.86,1.98,1.81,0.84,0.89,0.05,1.99,0.85,1.8,2.29,2.47,2.17,1.43,1.12,2.39,1.91,1.86,1.98,1.81
2013,8,12,4,0.21,0.22,0.01,0.54,0.22,0.59,0.57,0.62,0.59,0.22,0.31,0.49,0.45,0.51,0.49,0.59,0.21,0.22,0.01,0.54,0.22,0.59,0.57,0.62,0.59,0.22,0.31,0.49,0.45,0.51,0.49,0.59
2013,8,12,5,0.25,0.26,0.01,0.77,0.27,0.52,0.65,0.52,0.62,0.43,0.35,0.51,0.72,0.58,0.71,0.68,0.25,0.26,0.01,0.77,0.27,0.52,0.65,0.52,0.62,0.43,0.35,0.51,0.72,0.58,0.71,0.68
2013,8,12,6,0.26,0.27,0.01,0.76,0.27,0.65,0.67,0.75,0.77,0.48,0.4,0.75,0.76,0.58,0.61,0.65,0.26,0.27,0.01,0.76,0.27,0.65,0.67,0.75,0.77,0.48,0.4,0.75,0.76,0.58,0.61,0.65
2013,8,12,7,0.24,0.27,0.03,0.58,0.26,0.62,0.55,0.55,0.64,0.33,0.41,0.56,0.65,0.7,0.7,0.68,0.24,0.27,0.03,0.58,0.26,0.62,0.55,0.55,0.64,0.33,0.41,0.56,0.65,0.7,0.7,0.68
2013,8,12,8,0.3,0.31,0.01,0.78,0.32,0.85,0.76,0.96,0.66,0.41,0.35,0.76,0.83,0.76,0.63,0.65,0.3,0.31,0.01,0.78,0.32,0.85,0.76,0.96,0.66,0.41,0.35,0.76,0.83,0.76,0.63,0.65
2013,8,12,9,0.32,0.34,0.03,0.69,0.35,0.92,0.96,1.22,0.79,0.54,0.47,0.87,0.67,0.82,0.85,0.86,0.32,0.34,0.03,0.69,0.35,0.92,0.96,1.22,0.79,0.54,0.47,0.87,0.67,0.82,0.85,0.86
2013,8,12,10,0.94,0.95,0.01,2.31,0.96,2.5,2.02,3.81,2.36,1.28,1.01,2.04,2.07,2.4,2.61,2.03,0.94,0.95,0.01,2.31,0.96,2.5,2.02,3.81,2.36,1.28,1.01,2.04,2.07,2.4,2.61,2.03
2013,8,12,11,0.45,0.49,0.04,1.04,0.5,1.17,1.33,1.76,1.32,0.53,0.74,1.26,1.24,1.22,0.94,1.21,0.45,0.49,0.04,1.04,0.5,1.17,1.33,1.76,1.32,0.53,0.74,1.26,1.24,1.22,0.94,1.21
2013,8,12,12,0.2,0.22,0.025,0.54,0.21,0.5,0.575,0.735,0.44,0.35,0.245,0.575,0.565,0.46,0.53,0.555,0.2,0.22,0.025,0.54,0.21,0.5,0.575,0.735,0.44,0.35,0.245,0.575,0.565,0.46,0.53,0.555
2013,8,12,13,0.51,0.56,0.05,1.47,0.52,1.48,1.25,1.93,1.11,0.98,1.02,1.25,1.31,1.36,1.22,1.21,0.51,0.56,0.05,1.47,0.52,1.48,1.25,1.93,1.11,0.98,1.02,1.25,1.31,1.36,1.22,1.21
2013,8,12,14,0.54,0.58,0.04,1.4,0.58,1.1,1.41,2.52,1.17,0.76,0.94,1.36,1.52,1.34,1.54,1.6,0.54,0.58,0.04,1.4,0.58,1.1,1.41,2.52,1.17,0.76,0.94,1.36,1.52,1.34,1.54,1.6
2013,8,12,15,0.5,0.53,0.03,1.27,0.53,1.01,1.1,2.06,1.32,0.98,0.81,1.5,1.35,1.11,1.32,1.37,0.5,0.53,0.03,1.27,0.53,1.01,1.1,2.06,1.32,0.98,0.81,1.5,1.35,1.11,1.32,1.37
2013,8,12,16,0.64,0.7,0.07,1.8,0.71,1.7,1.72,2.37,1.43,0.74,1.12,1.6,1.49,1.75,1.86,1.48,0.64,0.7,0.07,1.8,0.71,1.7,1.72,2.37,1.43,0.74,1.12,1.6,1.49,1.75,1.86,1.48
2013,8,12,17,0.53,0.56,0.03,1.41,0.58,1.47,1.58,1.82,1.2,0.6,0.79,1.25,1.23,1.17,1.44,1.49,0.53,0.56,0.03,1.41,0.58,1.47,1.58,1.82,1.2,0.6,0.79,1.25,1.23,1.17,1.44,1.49
2013,8,12,18,0.53,0.56,0.04,1.58,0.57,1.13,1.58,2.08,1.28,1.04,1.03,1.45,1.53,1.37,1.29,1.13,0.53,0.56,0.04,1.58,0.57,1.13,1.58,2.08,1.28,1.04,1.03,1.45,1.53,1.37,1.29,1.13
2013,8,12,19,0.39,0.42,0.03,0.97,0.4,1.16,1.08,1.57,1.11,0.84,0.63,0.8,1.01,1.06,1.02,0.79,0.39,0.42,0.03,0.97,0.4,1.16,1.08,1.57,1.11,0.84,0.63,0.8,1.01,1.06,1.02,0.79
2013,8,12,20,0.36,0.39,0.03,1.1,0.39,0.87,1.07,1.27,0.84,0.77,0.61,0.94,0.9,1.06,0.98,0.82,0.36,0.39,0.03,1.1,0.39,0.87,1.07,1.27,0.84,0.77,0.61,0.94,0.9,1.06,0.98,0.82
2013,8,12,21,0.31,0.33,0.02,0.82,0.33,0.9,0.69,1.11,0.65,0.38,0.43,0.84,0.75,0.84,0.69,0.88,0.31,0.33,0.02,0.82,0.33,0.9,0.69,1.11,0.65,0.38,0.43,0.84,0.75,0.84,0.69,0.88
2013,8,12,22,0.35,0.36,0.01,0.91,0.36,0.71,1.04,1.65,0.82,0.7,0.47,0.83,0.97,0.71,0.93,0.73,0.35,0.36,0.01,0.91,0.36,0.71,1.04,1.65,0.82,0.7,0.47,0.83,0.97,0.71,0.93,0.73
2013,8,12,23,0.25,0.26,0.01,0.65,0.27,0.75,0.56,1.03,0.55,0.44,0.38,0.64,0.64,0.57,0.67,0.75,0.25,0.26,0.01,0.65,0.27,0.75,0.56,1.03,0.55,0.44,0.38,0.64,0.64,0.57,0.67,0.75
2013,8,12,24,0.33,0.35,0.02,0.99,0.35,0.98,0.94,1.56,0.88,0.65,0.43,0.71,0.67,0.7,0.78,0.88,0.33,0.35,0.02,0.99,0.35,0.98,0.94,1.56,0.88,0.65,0.43,0.71,0.67,0.7,0.78,0.88
2013,8,13,1,0.5,0.52,0.03,1.43,0.55,1.2,1.38,2.23,1.32,0.54,0.54,1.5,1.26,1.08,1.29,1.34,0.5,0.52,0.03,1.43,0.55,1.2,1.38,2.23,1.32,0.54,0.54,1.5,1.26,1.08,1.29,1.34
2013,8,13,2,0.48,0.52,0.04,1.51,0.51,1.08,1.05,1.7,1.3,0.56,0.54,1.29,1.05,1.42,1.29,1.19,0.48,0.52,0.04,1.51,0.51,1.08,1.05,1.7,1.3,0.56,0.54,1.29,1.05,1.42,1.29,1.19
2013,8,13,3,0.28,0.29,0.01,0.83,0.31,0.73,0.62,0.67,0.64,0.32,0.49,0.69,0.66,0.64,0.58,0.6,0.28,0.29,0.01,0.83,0.31,0.73,0.62,0.67,0.64,0.32,0.49,0.69,0.66,0.64,0.58,0.6
2013,8,13,4,0.21,0.22,0.01,0.54,0.23,0.6,0.45,0.55,0.48,0.39,0.33,0.58,0.51,0.52,0.49,0.57,0.21,0.22,0.01,0.54,0.23,0.6,0.45,0.55,0.48,0.39,0.33,0.58,0.51,0.52,0.49,0.57
2013,8,13,5,0.25,0.26,0.01,0.76,0.26,0.62,0.68,0.66,0.57,0.43,0.32,0.57,0.72,0.56,0.52,0.69,0.25,0.26,0.01,0.76,0.26,0.62,0.68,0.66,0.57,0.43,0.32,0.57,0.72,0.56,0.52,0.69
2013,8,13,6,0.26,0.28,0.02,0.72,0.28,0.72,0.72,0.76,0.6,0.43,0.39,0.76,0.59,0.75,0.54,0.55,0.26,0.28,0.02,0.72,0.28,0.72,0.72,0.76,0.6,0.43,0.39,0.76,0.59,0.75,0.54,0.55
